iteration_number,party_number,lowest_samples
1,1,26140
1,2,27819
1,3,27791
1,4,27742
1,5,26663
1,6,2210
1,7,27428
1,8,20406
1,9,24772
1,10,2499
1,11,8868
1,12,26919
1,13,27633
1,14,2698
1,15,27647
1,16,6288
1,17,27475
1,18,1806
1,19,3924
1,20,2397
1,21,24828
2,1,26087
2,2,27758
2,3,27761
2,4,27668
2,5,26742
2,6,2237
2,7,27413
2,8,20316
2,9,24795
2,10,3181
2,11,8857
2,12,26876
2,13,27634
2,14,2486
2,15,27582
2,16,6265
2,17,27431
2,18,1980
2,19,3151
2,20,2698
2,21,24718
3,1,26218
3,2,27789
3,3,27801
3,4,27700
3,5,26696
3,6,1768
3,7,27383
3,8,20298
3,9,24820
3,10,2414
3,11,8525
3,12,26861
3,13,27581
3,14,2137
3,15,27602
3,16,6523
3,17,27463
3,18,1500
3,19,4315
3,20,2066
3,21,24871
4,1,26087
4,2,27745
4,3,27771
4,4,27675
4,5,26719
4,6,1619
4,7,27377
4,8,20498
4,9,24781
4,10,2309
4,11,8531
4,12,26766
4,13,27590
4,14,2480
4,15,27575
4,16,6425
4,17,27400
4,18,1028
4,19,4270
4,20,2125
4,21,24812
5,1,26164
5,2,27761
5,3,27759
5,4,27703
5,5,26701
5,6,2001
5,7,27406
5,8,20174
5,9,24863
5,10,2728
5,11,8397
5,12,26828
5,13,27658
5,14,2305
5,15,27667
5,16,6467
5,17,27531
5,18,1253
5,19,3816
5,20,2134
5,21,24743
6,1,26198
6,2,27776
6,3,27760
6,4,27712
6,5,26731
6,6,1687
6,7,27443
6,8,20295
6,9,24767
6,10,2226
6,11,8475
6,12,26806
6,13,27623
6,14,2490
6,15,27627
6,16,6391
6,17,27449
6,18,1298
6,19,4264
6,20,2238
6,21,24790
7,1,26087
7,2,27708
7,3,27714
7,4,27591
7,5,26645
7,6,2743
7,7,27313
7,8,20336
7,9,24803
7,10,2990
7,11,8586
7,12,26854
7,13,27579
7,14,3152
7,15,27587
7,16,6306
7,17,27370
7,18,1549
7,19,3206
7,20,2596
7,21,24807
8,1,26113
8,2,27765
8,3,27698
8,4,27634
8,5,26724
8,6,793
8,7,27405
8,8,20270
8,9,24834
8,10,1593
8,11,8750
8,12,26817
8,13,27529
8,14,1490
8,15,27592
8,16,6344
8,17,27434
8,18,640
8,19,5496
8,20,1233
8,21,24805
9,1,26024
9,2,27782
9,3,27749
9,4,27674
9,5,26663
9,6,2128
9,7,27393
9,8,20456
9,9,24765
9,10,2697
9,11,8926
9,12,26866
9,13,27653
9,14,2389
9,15,27598
9,16,6373
9,17,27425
9,18,1673
9,19,3881
9,20,2499
9,21,24746
10,1,26100
10,2,27704
10,3,27776
10,4,27617
10,5,26660
10,6,2151
10,7,27357
10,8,20315
10,9,24802
10,10,3276
10,11,8683
10,12,26893
10,13,27558
10,14,2620
10,15,27543
10,16,6252
10,17,27382
10,18,1707
10,19,2986
10,20,2722
10,21,24795
11,1,26146
11,2,27683
11,3,27710
11,4,27614
11,5,26707
11,6,1428
11,7,27337
11,8,20273
11,9,24774
11,10,2522
11,11,8467
11,12,26846
11,13,27515
11,14,2489
11,15,27554
11,16,6314
11,17,27387
11,18,984
11,19,4098
11,20,1963
11,21,24731
12,1,26096
12,2,27738
12,3,27747
12,4,27721
12,5,26688
12,6,1428
12,7,27399
12,8,20245
12,9,24824
12,10,1942
12,11,8598
12,12,26756
12,13,27582
12,14,2032
12,15,27630
12,16,6396
12,17,27438
12,18,984
12,19,4989
12,20,1602
12,21,24695
13,1,26236
13,2,27775
13,3,27743
13,4,27640
13,5,26713
13,6,1737
13,7,27328
13,8,20187
13,9,24627
13,10,2132
13,11,8564
13,12,26834
13,13,27592
13,14,1762
13,15,27586
13,16,6306
13,17,27411
13,18,519
13,19,4707
13,20,2000
13,21,24807
14,1,26080
14,2,27806
14,3,27711
14,4,27676
14,5,26698
14,6,365
14,7,27374
14,8,20382
14,9,24658
14,10,365
14,11,8838
14,12,26833
14,13,27576
14,14,365
14,15,27582
14,16,6477
14,17,27384
14,18,45
14,19,5737
14,20,365
14,21,24744
15,1,26065
15,2,27742
15,3,27773
15,4,27703
15,5,26629
15,6,1532
15,7,27401
15,8,20291
15,9,24799
15,10,1918
15,11,8356
15,12,26832
15,13,27583
15,14,1814
15,15,27575
15,16,6040
15,17,27459
15,18,322
15,19,5036
15,20,1679
15,21,24743
16,1,26108
16,2,27737
16,3,27785
16,4,27632
16,5,26670
16,6,1549
16,7,27337
16,8,20163
16,9,24760
16,10,1835
16,11,8585
16,12,26746
16,13,27604
16,14,1666
16,15,27587
16,16,6338
16,17,27436
16,18,947
16,19,5150
16,20,1281
16,21,24724
17,1,26047
17,2,27793
17,3,27785
17,4,27660
17,5,26630
17,6,1867
17,7,27426
17,8,20265
17,9,24702
17,10,2651
17,11,8539
17,12,26768
17,13,27548
17,14,2454
17,15,27612
17,16,6461
17,17,27437
17,18,1425
17,19,3917
17,20,2018
17,21,24761
18,1,26172
18,2,27808
18,3,27803
18,4,27653
18,5,26714
18,6,1905
18,7,27373
18,8,20381
18,9,24796
18,10,2085
18,11,8607
18,12,26886
18,13,27635
18,14,2423
18,15,27569
18,16,6606
18,17,27468
18,18,1712
18,19,4373
18,20,1926
18,21,24921
19,1,26095
19,2,27799
19,3,27752
19,4,27680
19,5,26696
19,6,1465
19,7,27381
19,8,20368
19,9,24778
19,10,2320
19,11,9040
19,12,26909
19,13,27663
19,14,2204
19,15,27604
19,16,6365
19,17,27459
19,18,1329
19,19,4441
19,20,2238
19,21,24767
20,1,26044
20,2,27738
20,3,27721
20,4,27631
20,5,26634
20,6,1138
20,7,27318
20,8,20337
20,9,24715
20,10,1841
20,11,8612
20,12,26680
20,13,27566
20,14,1779
20,15,27495
20,16,6461
20,17,27326
20,18,523
20,19,5110
20,20,1832
20,21,24745
21,1,26057
21,2,27717
21,3,27736
21,4,27617
21,5,26693
21,6,2407
21,7,27384
21,8,20218
21,9,24780
21,10,2994
21,11,8507
21,12,26814
21,13,27555
21,14,2919
21,15,27633
21,16,6597
21,17,27480
21,18,1812
21,19,3424
21,20,2466
21,21,24803
22,1,26115
22,2,27728
22,3,27740
22,4,27622
22,5,26712
22,6,2009
22,7,27328
22,8,20269
22,9,24660
22,10,2789
22,11,8579
22,12,26816
22,13,27575
22,14,2405
22,15,27585
22,16,6511
22,17,27367
22,18,1255
22,19,3713
22,20,2209
22,21,24640
23,1,26181
23,2,27854
23,3,27791
23,4,27694
23,5,26678
23,6,1878
23,7,27442
23,8,20310
23,9,24722
23,10,2279
23,11,8789
23,12,26870
23,13,27624
23,14,2107
23,15,27603
23,16,6533
23,17,27439
23,18,2141
23,19,4502
23,20,2123
23,21,24795
24,1,26115
24,2,27709
24,3,27670
24,4,27609
24,5,26616
24,6,2352
24,7,27396
24,8,20267
24,9,24677
24,10,2860
24,11,8668
24,12,26773
24,13,27542
24,14,2789
24,15,27607
24,16,6467
24,17,27447
24,18,2340
24,19,3592
24,20,2878
24,21,24643
25,1,26135
25,2,27756
25,3,27723
25,4,27640
25,5,26719
25,6,1767
25,7,27374
25,8,20162
25,9,24792
25,10,3136
25,11,8738
25,12,26848
25,13,27580
25,14,2238
25,15,27596
25,16,6492
25,17,27400
25,18,1889
25,19,3223
25,20,2181
25,21,24911
26,1,26200
26,2,27752
26,3,27775
26,4,27632
26,5,26678
26,6,1737
26,7,27373
26,8,20317
26,9,24762
26,10,2340
26,11,8454
26,12,26849
26,13,27619
26,14,2499
26,15,27618
26,16,6483
26,17,27431
26,18,1514
26,19,4218
26,20,2425
26,21,24730
27,1,26260
27,2,27768
27,3,27801
27,4,27670
27,5,26750
27,6,1141
27,7,27411
27,8,20368
27,9,24876
27,10,2122
27,11,8653
27,12,26874
27,13,27660
27,14,1632
27,15,27574
27,16,6405
27,17,27501
27,18,755
27,19,4730
27,20,1605
27,21,24800
28,1,26176
28,2,27832
28,3,27751
28,4,27727
28,5,26637
28,6,2120
28,7,27478
28,8,20434
28,9,24678
28,10,2455
28,11,8865
28,12,26767
28,13,27619
28,14,2319
28,15,27641
28,16,6425
28,17,27509
28,18,1501
28,19,4047
28,20,2565
28,21,24824
29,1,26128
29,2,27699
29,3,27728
29,4,27662
29,5,26608
29,6,2158
29,7,27289
29,8,20393
29,9,24681
29,10,2313
29,11,8622
29,12,26770
29,13,27528
29,14,2305
29,15,27594
29,16,6273
29,17,27450
29,18,961
29,19,4298
29,20,2415
29,21,24710
30,1,26101
30,2,27711
30,3,27707
30,4,27621
30,5,26592
30,6,1975
30,7,27331
30,8,20385
30,9,24731
30,10,2939
30,11,8776
30,12,26774
30,13,27602
30,14,2269
30,15,27549
30,16,6607
30,17,27365
30,18,1531
30,19,3508
30,20,2256
30,21,24787
31,1,26033
31,2,27792
31,3,27752
31,4,27677
31,5,26637
31,6,1889
31,7,27412
31,8,20351
31,9,24702
31,10,2717
31,11,8687
31,12,26791
31,13,27621
31,14,3047
31,15,27583
31,16,6103
31,17,27422
31,18,1495
31,19,3313
31,20,2668
31,21,24877
32,1,26150
32,2,27797
32,3,27833
32,4,27738
32,5,26745
32,6,1376
32,7,27494
32,8,20352
32,9,24700
32,10,2551
32,11,8739
32,12,26921
32,13,27672
32,14,2287
32,15,27725
32,16,6358
32,17,27531
32,18,1224
32,19,4115
32,20,1895
32,21,24849
33,1,26178
33,2,27787
33,3,27730
33,4,27677
33,5,26618
33,6,1187
33,7,27414
33,8,20207
33,9,24717
33,10,1803
33,11,8603
33,12,26792
33,13,27597
33,14,1306
33,15,27632
33,16,6315
33,17,27436
33,18,516
33,19,4721
33,20,2118
33,21,24780
34,1,26263
34,2,27801
34,3,27843
34,4,27672
34,5,26758
34,6,1805
34,7,27432
34,8,20337
34,9,24708
34,10,2538
34,11,8647
34,12,26829
34,13,27666
34,14,2340
34,15,27658
34,16,6408
34,17,27494
34,18,1372
34,19,4102
34,20,2113
34,21,24773
35,1,26219
35,2,27761
35,3,27774
35,4,27660
35,5,26644
35,6,2030
35,7,27441
35,8,20185
35,9,24790
35,10,2075
35,11,8364
35,12,26839
35,13,27643
35,14,1843
35,15,27576
35,16,6359
35,17,27429
35,18,1523
35,19,4765
35,20,1946
35,21,24797
36,1,26127
36,2,27742
36,3,27683
36,4,27705
36,5,26711
36,6,1617
36,7,27438
36,8,20316
36,9,24637
36,10,2260
36,11,8546
36,12,26793
36,13,27584
36,14,2332
36,15,27593
36,16,6320
36,17,27474
36,18,690
36,19,4520
36,20,1925
36,21,24855
37,1,26194
37,2,27790
37,3,27792
37,4,27741
37,5,26736
37,6,1768
37,7,27416
37,8,20284
37,9,24788
37,10,2109
37,11,8634
37,12,26785
37,13,27595
37,14,2344
37,15,27683
37,16,6192
37,17,27482
37,18,1052
37,19,4480
37,20,1958
37,21,24742
38,1,26069
38,2,27725
38,3,27720
38,4,27616
38,5,26663
38,6,1927
38,7,27350
38,8,20291
38,9,24784
38,10,2230
38,11,8669
38,12,26741
38,13,27590
38,14,2494
38,15,27546
38,16,6566
38,17,27450
38,18,1753
38,19,4219
38,20,2108
38,21,24731
39,1,26151
39,2,27792
39,3,27787
39,4,27698
39,5,26659
39,6,1804
39,7,27421
39,8,20388
39,9,24702
39,10,1805
39,11,8811
39,12,26818
39,13,27599
39,14,2199
39,15,27689
39,16,6420
39,17,27454
39,18,1649
39,19,4735
39,20,1910
39,21,24765
40,1,26013
40,2,27786
40,3,27768
40,4,27633
40,5,26727
40,6,1813
40,7,27390
40,8,20212
40,9,24581
40,10,2784
40,11,8761
40,12,26833
40,13,27610
40,14,2327
40,15,27591
40,16,6518
40,17,27412
40,18,1434
40,19,3726
40,20,2652
40,21,24844
41,1,26207
41,2,27753
41,3,27723
41,4,27632
41,5,26746
41,6,1749
41,7,27405
41,8,20294
41,9,24828
41,10,2214
41,11,8987
41,12,26861
41,13,27545
41,14,2166
41,15,27602
41,16,6381
41,17,27452
41,18,1233
41,19,4577
41,20,1912
41,21,24828
42,1,26101
42,2,27801
42,3,27725
42,4,27682
42,5,26726
42,6,1628
42,7,27356
42,8,20312
42,9,24799
42,10,2532
42,11,8590
42,12,26876
42,13,27607
42,14,2379
42,15,27589
42,16,6351
42,17,27454
42,18,924
42,19,4101
42,20,2159
42,21,24906
43,1,26108
43,2,27759
43,3,27712
43,4,27561
43,5,26690
43,6,2213
43,7,27361
43,8,20362
43,9,24680
43,10,2921
43,11,8449
43,12,26815
43,13,27615
43,14,2707
43,15,27595
43,16,6566
43,17,27440
43,18,1402
43,19,3526
43,20,2359
43,21,24851
44,1,26066
44,2,27737
44,3,27730
44,4,27565
44,5,26756
44,6,2058
44,7,27320
44,8,20409
44,9,24706
44,10,2361
44,11,8704
44,12,26830
44,13,27554
44,14,2618
44,15,27585
44,16,6380
44,17,27373
44,18,1611
44,19,4023
44,20,2569
44,21,24780
45,1,26193
45,2,27781
45,3,27763
45,4,27673
45,5,26738
45,6,2107
45,7,27442
45,8,20201
45,9,24785
45,10,2557
45,11,8808
45,12,26845
45,13,27674
45,14,2429
45,15,27656
45,16,6276
45,17,27503
45,18,1040
45,19,4080
45,20,2190
45,21,24730
46,1,26084
46,2,27724
46,3,27747
46,4,27674
46,5,26698
46,6,1741
46,7,27393
46,8,20205
46,9,24794
46,10,2759
46,11,8792
46,12,26796
46,13,27619
46,14,2256
46,15,27629
46,16,6538
46,17,27447
46,18,1501
46,19,3754
46,20,2107
46,21,24776
47,1,26070
47,2,27748
47,3,27814
47,4,27691
47,5,26679
47,6,1554
47,7,27428
47,8,20226
47,9,24677
47,10,2388
47,11,8540
47,12,26898
47,13,27594
47,14,2158
47,15,27544
47,16,6189
47,17,27351
47,18,1566
47,19,4328
47,20,1856
47,21,24875
48,1,26114
48,2,27735
48,3,27695
48,4,27669
48,5,26681
48,6,1872
48,7,27339
48,8,20290
48,9,24758
48,10,2479
48,11,8623
48,12,26821
48,13,27596
48,14,2468
48,15,27568
48,16,6611
48,17,27372
48,18,792
48,19,4181
48,20,2000
48,21,24809
49,1,26045
49,2,27703
49,3,27718
49,4,27603
49,5,26625
49,6,2049
49,7,27331
49,8,20332
49,9,24766
49,10,2456
49,11,8550
49,12,26713
49,13,27519
49,14,2219
49,15,27547
49,16,6543
49,17,27390
49,18,947
49,19,4194
49,20,2080
49,21,24698
50,1,26052
50,2,27774
50,3,27741
50,4,27633
50,5,26635
50,6,1689
50,7,27400
50,8,20317
50,9,24736
50,10,2307
50,11,8893
50,12,26819
50,13,27582
50,14,1979
50,15,27587
50,16,6319
50,17,27407
50,18,1114
50,19,4443
50,20,2000
50,21,24768
51,1,26137
51,2,27816
51,3,27763
51,4,27635
51,5,26698
51,6,1841
51,7,27357
51,8,20294
51,9,24776
51,10,2506
51,11,8629
51,12,26796
51,13,27638
51,14,2574
51,15,27657
51,16,6177
51,17,27503
51,18,1772
51,19,4109
51,20,2126
51,21,24830
52,1,26097
52,2,27769
52,3,27749
52,4,27624
52,5,26682
52,6,2130
52,7,27390
52,8,20267
52,9,24816
52,10,2514
52,11,8705
52,12,26859
52,13,27613
52,14,2525
52,15,27570
52,16,6333
52,17,27484
52,18,1080
52,19,3822
52,20,2717
52,21,24763
53,1,26051
53,2,27795
53,3,27778
53,4,27679
53,5,26691
53,6,1527
53,7,27378
53,8,20473
53,9,24774
53,10,1931
53,11,8598
53,12,26803
53,13,27664
53,14,2023
53,15,27623
53,16,6487
53,17,27425
53,18,714
53,19,4991
53,20,1947
53,21,24680
54,1,26023
54,2,27766
54,3,27749
54,4,27711
54,5,26709
54,6,1732
54,7,27429
54,8,20405
54,9,24750
54,10,2336
54,11,8797
54,12,26846
54,13,27641
54,14,1937
54,15,27603
54,16,6522
54,17,27500
54,18,1504
54,19,4423
54,20,2236
54,21,24760
55,1,26083
55,2,27736
55,3,27726
55,4,27666
55,5,26666
55,6,1939
55,7,27384
55,8,20379
55,9,24797
55,10,2784
55,11,8565
55,12,26825
55,13,27554
55,14,2539
55,15,27583
55,16,6439
55,17,27422
55,18,1492
55,19,3722
55,20,2655
55,21,24755
56,1,26097
56,2,27736
56,3,27764
56,4,27617
56,5,26615
56,6,1549
56,7,27327
56,8,20247
56,9,24737
56,10,1913
56,11,8498
56,12,26774
56,13,27604
56,14,1858
56,15,27605
56,16,6288
56,17,27406
56,18,958
56,19,5009
56,20,1861
56,21,24726
57,1,26059
57,2,27764
57,3,27783
57,4,27659
57,5,26692
57,6,1968
57,7,27327
57,8,20341
57,9,24751
57,10,2362
57,11,8777
57,12,26831
57,13,27607
57,14,1981
57,15,27563
57,16,6317
57,17,27459
57,18,1654
57,19,4358
57,20,2262
57,21,24747
58,1,26091
58,2,27765
58,3,27759
58,4,27643
58,5,26571
58,6,1724
58,7,27352
58,8,20342
58,9,24654
58,10,3129
58,11,8719
58,12,26754
58,13,27565
58,14,2942
58,15,27567
58,16,6500
58,17,27448
58,18,1498
58,19,3226
58,20,2546
58,21,24784
59,1,26063
59,2,27775
59,3,27747
59,4,27672
59,5,26592
59,6,1830
59,7,27402
59,8,20310
59,9,24750
59,10,3015
59,11,8727
59,12,26765
59,13,27573
59,14,2694
59,15,27576
59,16,6366
59,17,27400
59,18,1479
59,19,3370
59,20,2279
59,21,24733
60,1,26157
60,2,27733
60,3,27733
60,4,27615
60,5,26679
60,6,2113
60,7,27378
60,8,20209
60,9,24660
60,10,2613
60,11,8491
60,12,26864
60,13,27617
60,14,2534
60,15,27563
60,16,6229
60,17,27372
60,18,1929
60,19,3977
60,20,2365
60,21,24735
61,1,26114
61,2,27676
61,3,27663
61,4,27647
61,5,26627
61,6,2156
61,7,27338
61,8,20405
61,9,24740
61,10,2636
61,11,8515
61,12,26808
61,13,27515
61,14,2575
61,15,27516
61,16,6326
61,17,27370
61,18,1630
61,19,3923
61,20,2485
61,21,24801
62,1,26132
62,2,27768
62,3,27776
62,4,27586
62,5,26667
62,6,1568
62,7,27375
62,8,20440
62,9,24715
62,10,2450
62,11,8723
62,12,26824
62,13,27582
62,14,2220
62,15,27579
62,16,6419
62,17,27458
62,18,1139
62,19,4243
62,20,1876
62,21,24816
63,1,26164
