iteration_number,party_number,party_number2,lowest_samples,proportion
1,3,440
1,3,367
1,3,306
1,3,268
1,3,238
1,3,101
1,3,123
1,3,167
1,3,178
1,3,238
1,3,440
1,3,367
1,3,306
1,3,268
1,3,238
1,3,440
1,3,367
1,3,306
1,3,268
1,3,238
1,3,739
1,3,645
1,3,566
1,3,368
1,3,268
1,3,428
1,3,357
1,3,306
1,3,268
1,3,238
1,3,440
1,3,367
1,3,306
1,3,268
1,3,238
1,3,428
1,3,357
1,3,306
1,3,268
1,3,238
1,5,439
1,5,566
1,5,631
1,5,631
1,5,631
1,5,99
1,5,126
1,5,164
1,5,178
1,5,329
1,5,631
1,5,631
1,5,631
1,5,631
1,5,631
1,5,335
1,5,441
1,5,617
1,5,631
1,5,631
1,5,741
1,5,886
1,5,1119
1,5,1476
1,5,1405
1,5,1262
1,5,1052
1,5,902
1,5,789
1,5,702
1,5,631
1,5,631
1,5,631
1,5,631
1,5,631
1,5,1262
1,5,1052
1,5,902
1,5,789
1,5,702
1,12,102
1,12,84
1,12,72
1,12,64
1,12,57
1,12,100
1,12,85
1,12,72
1,12,64
1,12,56
1,12,102
1,12,84
1,12,72
1,12,64
1,12,57
1,12,101
1,12,85
1,12,72
1,12,64
1,12,56
1,12,426
1,12,179
1,12,128
1,12,85
1,12,65
1,12,102
1,12,85
1,12,73
1,12,63
1,12,56
1,12,102
1,12,85
1,12,73
1,12,64
1,12,57
1,12,102
1,12,84
1,12,72
1,12,63
1,12,56
1,15,439
1,15,566
1,15,631
1,15,631
1,15,631
1,15,631
1,15,631
1,15,631
1,15,631
1,15,631
1,15,101
1,15,124
1,15,165
1,15,178
1,15,329
1,15,335
1,15,442
1,15,618
1,15,631
1,15,631
1,15,740
1,15,886
1,15,1119
1,15,1224
1,15,1113
1,15,1262
1,15,1052
1,15,902
1,15,789
1,15,702
1,15,631
1,15,631
1,15,631
1,15,631
1,15,631
1,15,1262
1,15,1052
1,15,902
1,15,789
1,15,702
1,16,439
1,16,566
1,16,446
1,16,280
1,16,200
1,16,337
1,16,280
1,16,228
1,16,200
1,16,177
1,16,99
1,16,124
1,16,164
1,16,178
1,16,178
1,16,336
1,16,280
1,16,228
1,16,199
1,16,177
1,16,338
1,16,281
1,16,229
1,16,200
1,16,177
1,16,318
1,16,265
1,16,228
1,16,200
1,16,177
1,16,336
1,16,281
1,16,229
1,16,200
1,16,178
1,16,318
1,16,266
1,16,229
1,16,200
1,16,177
1,17,740
1,17,644
1,17,552
1,17,500
1,17,445
1,17,741
1,17,644
1,17,552
1,17,500
1,17,445
1,17,425
1,17,531
1,17,552
1,17,500
1,17,445
1,17,740
1,17,644
1,17,552
1,17,500
1,17,445
1,17,337
1,17,441
1,17,617
1,17,643
1,17,503
1,17,800
1,17,667
1,17,572
1,17,500
1,17,445
1,17,692
1,17,644
1,17,552
1,17,500
1,17,445
1,17,800
1,17,667
1,17,572
1,17,500
1,17,445
1,18,427
1,18,533
1,18,710
1,18,1066
1,18,2131
1,18,1261
1,18,1576
1,18,2101
1,18,3151
1,18,4667
1,18,99
1,18,124
1,18,164
1,18,250
1,18,491
1,18,1261
1,18,1576
1,18,2101
1,18,3151
1,18,4667
1,18,317
1,18,396
1,18,527
1,18,791
1,18,1582
1,18,799
1,18,998
1,18,1330
1,18,1996
1,18,3991
1,18,795
1,18,993
1,18,1324
1,18,1986
1,18,3971
1,18,3269
1,18,4203
1,18,5884
1,18,5289
1,18,4667
1,23,439
1,23,566
1,23,541
1,23,498
1,23,443
1,23,631
1,23,614
1,23,541
1,23,498
1,23,443
1,23,99
1,23,124
1,23,166
1,23,178
1,23,329
1,23,631
1,23,614
1,23,541
1,23,498
1,23,443
1,23,335
1,23,443
1,23,550
1,23,499
1,23,444
1,23,692
1,23,614
1,23,541
1,23,498
1,23,443
1,23,796
1,23,664
1,23,569
1,23,498
1,23,443
1,23,796
1,23,664
1,23,569
1,23,498
1,23,443
1,25,427
1,25,533
1,25,710
1,25,1066
1,25,1733
1,25,1261
1,25,1576
1,25,2101
1,25,1963
1,25,1733
1,25,99
1,25,123
1,25,164
1,25,247
1,25,493
1,25,1261
1,25,1576
1,25,2101
1,25,1963
1,25,1733
1,25,317
1,25,398
1,25,527
1,25,793
1,25,1581
1,25,799
1,25,998
1,25,1330
1,25,1963
1,25,1733
1,25,3270
1,25,2677
1,25,2265
1,25,1963
1,25,1733
1,25,795
1,25,993
1,25,1324
1,25,1963
1,25,1733
2,3,816
2,3,695
2,3,610
2,3,534
2,3,475
2,3,568
2,3,673
2,3,609
2,3,534
2,3,474
2,3,818
2,3,695
2,3,609
2,3,533
2,3,475
2,3,167
2,3,243
2,3,376
2,3,687
2,3,534
2,3,373
2,3,439
2,3,568
2,3,533
2,3,474
2,3,871
2,3,727
2,3,623
2,3,544
2,3,484
2,3,816
2,3,696
2,3,609
2,3,533
2,3,474
2,3,870
2,3,725
2,3,623
2,3,544
2,3,484
2,5,815
2,5,998
2,5,1268
2,5,1612
