samples,diff
1,0.006
2,0.0064
3,0.0136
4,0.0196
5,0.0248
6,0.0272
7,0.0304
8,0.034
9,0.0344
10,0.0364
11,0.0396
12,0.0412
13,0.0424
14,0.0416
15,0.0428
16,0.0444
17,0.048
18,0.0524
19,0.0548
20,0.0568
21,0.0592
22,0.0624
23,0.0624
24,0.064
25,0.0672
26,0.0732
27,0.0748
28,0.078
29,0.0808
30,0.0812
31,0.0816
32,0.0836
33,0.088
34,0.088
35,0.0888
36,0.0896
37,0.0952
38,0.0952
39,0.0976
40,0.0992
41,0.1044
42,0.1068
43,0.1088
44,0.1112
45,0.1156
46,0.1172
47,0.1192
48,0.1232
49,0.1264
50,0.1272
51,0.1296
52,0.1328
53,0.1356
54,0.1376
55,0.138
56,0.1392
57,0.1408
58,0.1444
59,0.1468
60,0.148
61,0.1508
62,0.1516
63,0.1532
64,0.1548
65,0.1592
66,0.1604
67,0.1624
68,0.162
69,0.1644
70,0.168
71,0.1684
72,0.1716
73,0.1732
74,0.176
75,0.1772
76,0.1812
77,0.184
78,0.1864
79,0.1888
80,0.1892
81,0.1908
82,0.194
83,0.1952
84,0.1996
85,0.2
86,0.2028
87,0.2048
88,0.206
89,0.2084
90,0.2096
91,0.2116
92,0.2136
93,0.2152
94,0.2156
95,0.2196
96,0.2212
97,0.222
98,0.2228
99,0.2264
100,0.2272
101,0.2304
102,0.2304
103,0.234
104,0.2348
105,0.238
106,0.2396
107,0.2408
108,0.2436
109,0.2468
110,0.2484
111,0.2504
112,0.2508
113,0.2512
114,0.2568
115,0.2576
116,0.2596
117,0.2612
118,0.2624
119,0.2652
120,0.2672
121,0.2692
122,0.2712
123,0.2736
124,0.2736
125,0.28
126,0.2844
127,0.2872
128,0.2884
129,0.292
130,0.2944
131,0.298
132,0.3004
133,0.3024
134,0.3032
135,0.3048
136,0.3064
137,0.3076
138,0.3112
139,0.3152
140,0.3176
141,0.32
142,0.3208
143,0.322
144,0.3252
145,0.326
146,0.3268
147,0.3312
148,0.3348
149,0.336
150,0.3412
151,0.3436
152,0.3452
153,0.348
154,0.3548
155,0.3572
156,0.3596
157,0.3628
158,0.3648
159,0.3668
160,0.3688
161,0.3692
162,0.3708
163,0.3724
164,0.3784
165,0.38
166,0.3812
167,0.3852
168,0.3876
169,0.3904
170,0.3956
171,0.3956
172,0.3992
173,0.4012
174,0.4004
175,0.4032
176,0.404
177,0.408
178,0.4108
179,0.4132
180,0.414
181,0.4144
182,0.4184
183,0.4232
184,0.426
185,0.4276
186,0.4312
187,0.4344
188,0.436
189,0.438
190,0.4392
191,0.446
192,0.4504
193,0.4532
194,0.456
195,0.46
196,0.4656
197,0.4684
198,0.4696
199,0.4716
