samples,diff
1,78.54385026737968
2,78.54385026737968
3,78.54385026737968
4,78.5440522875817
5,78.5440522875817
6,78.5440522875817
7,78.54404634581105
8,78.54404634581105
9,78.54384432560904
10,78.54384432560904
11,78.54384432560904
12,78.54364230540702
13,78.54364230540702
14,78.54364230540702
15,78.54344622697565
16,78.54324420677362
17,78.54364824717767
18,78.54344622697565
19,78.54344622697565
20,78.54364230540702
21,78.54364230540702
22,78.54384432560904
23,78.54364230540702
24,78.54344622697565
25,78.54344622697565
26,78.54324420677362
27,78.54324420677362
28,78.54364824717767
29,78.54364824717767
30,78.54385026737968
31,78.54385026737968
32,78.54364824717764
33,78.54404634581104
34,78.54404634581104
35,78.54384432560902
36,78.54384432560902
37,78.54384432560902
38,78.54384432560902
39,78.54344028520498
40,78.54304218657158
41,78.54304218657158
42,78.54364824717764
43,78.54384432560902
44,78.54384432560902
45,78.543642305407
46,78.543642305407
47,78.54344028520498
48,78.5442543077837
49,78.5442543077837
50,78.5442543077837
51,78.5442543077837
52,78.5442543077837
53,78.5442543077837
54,78.5442543077837
55,78.54344622697563
56,78.54325014854426
57,78.54325014854426
58,78.54345216874627
59,78.54345216874627
60,78.54345216874627
61,78.54364824717764
62,78.54364824717764
63,78.54364824717764
64,78.5436541889483
65,78.54385026737968
66,78.54385026737968
67,78.54344622697565
68,78.54344622697565
69,78.54344622697565
70,78.54324420677362
71,78.54324420677362
72,78.543440285205
73,78.543440285205
74,78.54323826500298
75,78.54323826500298
76,78.543440285205
77,78.54364230540702
78,78.54424242424243
79,78.54424242424243
80,78.54404634581105
81,78.54424836601308
82,78.54464646464648
83,78.54464646464648
84,78.54484848484849
85,78.54465240641711
86,78.54484848484849
87,78.54524658348188
88,78.54524658348188
89,78.54564468211528
90,78.54564468211528
91,78.54564468211528
92,78.54524064171123
93,78.54544266191326
94,78.54544266191326
95,78.54564468211528
96,78.54564468211528
97,78.54564468211528
98,78.54524658348188
99,78.54504456327986
100,78.54504456327986
101,78.54484848484849
102,78.54484848484849
103,78.54484848484849
104,78.54484848484849
105,78.5444503862151
106,78.5444503862151
107,78.5444503862151
108,78.54424836601308
109,78.54424242424243
110,78.54404040404042
111,78.54424242424243
112,78.54424242424243
113,78.54424242424243
114,78.54424242424243
115,78.54404040404042
116,78.54404040404042
117,78.54404040404042
118,78.54384432560904
119,78.54364230540702
120,78.54364230540702
121,78.54364230540702
122,78.54364230540702
123,78.54364230540702
124,78.54364230540702
125,78.54364230540702
126,78.543440285205
127,78.54324420677362
128,78.54324420677362
129,78.54263814616756
130,78.54263814616756
131,78.54263814616756
132,78.54284016636959
133,78.54284016636959
134,78.54304218657161
135,78.54263814616756
136,78.54284016636959
137,78.54304218657161
138,78.54324420677362
139,78.54304218657161
140,78.54304218657161
141,78.54304218657161
142,78.54284016636959
143,78.54264408793821
144,78.54264408793821
145,78.54264408793821
146,78.54224598930482
147,78.54224004753418
148,78.54224004753418
149,78.54224004753418
150,78.54224004753418
151,78.54243612596555
152,78.54223410576353
153,78.5420320855615
154,78.54183600713013
155,78.54082590612003
156,78.54062982768866
157,78.54043374925729
158,78.54062388591801
159,78.54062388591801
160,78.54021984551397
161,78.53982174688058
162,78.53921568627452
163,78.53982174688058
164,78.5390136660725
165,78.53921568627452
166,78.5390136660725
167,78.53922162804517
168,78.53821152703507
169,78.53821152703507
170,78.53780748663102
171,78.53740938799764
172,78.53821746880571
173,78.53781342840168
174,78.53821746880571
175,78.5380154486037
176,78.5380154486037
177,78.5380154486037
178,78.53761140819965
179,78.53740938799764
180,78.53740938799764
181,78.53680926916222
182,78.53661319073085
183,78.53742127153893
184,78.53721925133691
185,78.5370172311349
186,78.5370172311349
187,78.5370172311349
188,78.53741532976828
189,78.53721330956627
190,78.5370172311349
191,78.53721925133691
192,78.53641117052884
193,78.53681521093287
194,78.53620915032681
195,78.53620915032681
196,78.53641711229947
197,78.53601307189544
198,78.53560903149138
199,78.53621509209744
200,78.5358110516934
201,78.53601307189544
202,78.53561497326204
203,78.53581699346407
204,78.535210932858
205,78.53541295306003
206,78.53541295306003
207,78.53541295306003
208,78.53561497326204
209,78.53462863933451
210,78.53421865715981
211,78.53442067736184
212,78.5344266191325
213,78.53422459893048
214,78.5344266191325
215,78.5334165181224
216,78.53322043969101
217,78.53241830065359
218,78.53262032085561
219,78.53241830065359
220,78.53262032085561
221,78.53201426024955
222,78.53221628045158
223,78.53262032085561
224,78.53241830065359
225,78.53262032085561
226,78.53241830065359
227,78.53221628045158
228,78.53281639928697
229,78.53322043969101
230,78.53262032085561
231,78.53182412358883
232,78.53162210338681
233,78.53162210338681
234,78.53242424242423
