samples,proportion,diff
1,50,0.0
1,60,0.0
1,70,0.0
1,80,0.0
1,90,0.0
2,50,0.0
2,60,0.0
2,70,0.0
2,80,0.0
2,90,0.0
3,50,0.0
3,60,0.0
3,70,0.0
3,80,0.0
3,90,0.0
4,50,0.0
4,60,0.0
4,70,0.0
4,80,0.0
4,90,0.0
5,50,0.0
5,60,0.0
5,70,0.0
5,80,0.0
5,90,0.0
6,50,0.0
6,60,0.0
6,70,0.0
6,80,0.0
6,90,0.0
7,50,0.0
7,60,0.0
7,70,0.0
7,80,0.0
7,90,0.002204585537918871
8,50,0.0
8,60,0.0
8,70,0.0
8,80,0.0004409171075837742
8,90,0.0030864197530864196
9,50,0.0
9,60,0.0
9,70,0.0013227513227513227
9,80,0.0030864197530864196
9,90,0.003527336860670194
10,50,0.0
10,60,0.002204585537918871
10,70,0.0030864197530864196
10,80,0.003527336860670194
10,90,0.003527336860670194
11,50,0.002204585537918871
11,60,0.0008818342151675485
11,70,0.0030864197530864196
11,80,0.0030864197530864196
11,90,0.003527336860670194
12,50,0.0030864197530864196
12,60,0.0030864197530864196
12,70,0.0030864197530864196
12,80,0.003527336860670194
12,90,0.003527336860670194
13,50,0.004409171075837742
13,60,0.004409171075837742
13,70,0.0030864197530864196
13,80,0.003527336860670194
13,90,0.003527336860670194
14,50,0.006172839506172839
14,60,0.003968253968253968
14,70,0.0030864197530864196
14,80,0.003527336860670194
14,90,0.003527336860670194
15,50,0.006172839506172839
15,60,0.004409171075837742
15,70,0.0030864197530864196
15,80,0.003527336860670194
15,90,0.003527336860670194
16,50,0.006172839506172839
16,60,0.006172839506172839
16,70,0.003527336860670194
16,80,0.003527336860670194
16,90,0.003527336860670194
17,50,0.006172839506172839
17,60,0.006172839506172839
17,70,0.004409171075837742
17,80,0.003527336860670194
17,90,0.003527336860670194
18,50,0.006172839506172839
18,60,0.006172839506172839
18,70,0.003968253968253968
18,80,0.003527336860670194
18,90,0.003527336860670194
19,50,0.006172839506172839
19,60,0.006172839506172839
19,70,0.0048500881834215165
19,80,0.003527336860670194
19,90,0.003527336860670194
20,50,0.006172839506172839
20,60,0.006172839506172839
20,70,0.0048500881834215165
20,80,0.003527336860670194
20,90,0.003527336860670194
21,50,0.006172839506172839
21,60,0.006172839506172839
21,70,0.006613756613756614
21,80,0.003527336860670194
21,90,0.003527336860670194
22,50,0.006172839506172839
22,60,0.006172839506172839
22,70,0.006613756613756614
22,80,0.003527336860670194
22,90,0.003527336860670194
23,50,0.006172839506172839
23,60,0.006172839506172839
23,70,0.006613756613756614
23,80,0.003527336860670194
23,90,0.003527336860670194
24,50,0.006172839506172839
24,60,0.006172839506172839
24,70,0.006613756613756614
24,80,0.003527336860670194
24,90,0.003527336860670194
25,50,0.006172839506172839
25,60,0.006172839506172839
25,70,0.006613756613756614
25,80,0.003527336860670194
25,90,0.003527336860670194
26,50,0.006172839506172839
26,60,0.006172839506172839
26,70,0.006613756613756614
26,80,0.005731922398589065
26,90,0.003527336860670194
27,50,0.006172839506172839
27,60,0.006172839506172839
27,70,0.006613756613756614
27,80,0.0048500881834215165
27,90,0.005291005291005291
28,50,0.006172839506172839
28,60,0.006172839506172839
28,70,0.006613756613756614
28,80,0.005291005291005291
28,90,0.006613756613756614
29,50,0.006172839506172839
29,60,0.006172839506172839
29,70,0.006613756613756614
29,80,0.004409171075837742
29,90,0.006613756613756614
30,50,0.006172839506172839
30,60,0.006613756613756614
30,70,0.006613756613756614
30,80,0.007495590828924161
30,90,0.009259259259259259
31,50,0.006172839506172839
31,60,0.006172839506172839
31,70,0.006613756613756614
31,80,0.009259259259259259
31,90,0.008818342151675485
32,50,0.006172839506172839
32,60,0.006613756613756614
32,70,0.006613756613756614
32,80,0.009700176366843035
32,90,0.010141093474426807
33,50,0.006172839506172839
33,60,0.006172839506172839
33,70,0.006613756613756614
33,80,0.009700176366843035
33,90,0.010141093474426807
34,50,0.006172839506172839
34,60,0.006613756613756614
34,70,0.006613756613756614
34,80,0.011904761904761904
34,90,0.010141093474426807
35,50,0.006172839506172839
35,60,0.006613756613756614
35,70,0.007495590828924163
35,80,0.012786596119929453
35,90,0.010582010582010581
36,50,0.006172839506172839
36,60,0.006613756613756614
36,70,0.009700176366843035
36,80,0.012786596119929453
36,90,0.010582010582010581
37,50,0.006613756613756614
37,60,0.006613756613756614
37,70,0.009700176366843035
37,80,0.012786596119929453
37,90,0.012786596119929453
38,50,0.006613756613756614
38,60,0.006613756613756614
38,70,0.009700176366843035
38,80,0.012786596119929453
38,90,0.012786596119929453
