samples,diff
1,0.002363214055912316
2,0.005476365681204647
3,0.009286761609816828
4,0.014495607983099075
5,0.01813646968970615
6,0.018676631261973463
7,0.019568614441250506
8,0.020882448155243535
9,0.023664362050203332
10,0.03109934580001422
11,0.032379291991199564
12,0.03878301850680539
13,0.047031017537080146
14,0.05150792003047708
15,0.05926097457387684
16,0.05868100960793571
17,0.06256703590353056
18,0.06650387160983505
19,0.07175824403172387
20,0.0763694170164908
21,0.07788144379694828
22,0.0868419338727582
23,0.09193938852625458
24,0.09548080691348483
25,0.10018076353103941
26,0.10480801991946906
27,0.10602881833874399
28,0.10798503943610112
29,0.11284979375110507
30,0.11640166767224015
31,0.12269298079324255
32,0.13054601820239917
33,0.13261709614680037
34,0.13550306684724459
35,0.13846754336877448
36,0.13998397128009202
37,0.14284735303285218
38,0.148361390352692
39,0.15317951765282742
40,0.1559320299156594
41,0.16073289264302992
42,0.1675516579203039
43,0.17053113237296508
44,0.1756495910566542
45,0.18436261344600618
46,0.18662004542397226
47,0.18878742054906136
48,0.19283521961907296
49,0.1952015041678135
50,0.19778203511061612
51,0.20099481233446773
52,0.20869966588225858
53,0.2126920128907838
54,0.21536596282598353
55,0.22107039166327933
56,0.2247239691656535
57,0.227346368725267
58,0.23227631245568336
59,0.24049312898621786
60,0.2448900601339023
61,0.25136262893973665
62,0.2556642062015023
63,0.2586514867601516
64,0.2593684901268481
65,0.2660003062290265
66,0.27149062720443884
67,0.2745061081754036
68,0.2817821827567539
69,0.2842114839530522
70,0.28873417679987023
71,0.2928720272543834
72,0.30127236884557124
73,0.3083791233829558
74,0.313594365021354
75,0.3164082780267914
76,0.3183037864854569
77,0.32170285941353494
78,0.32679038531996374
79,0.3299850048030565
80,0.3370546801091488
81,0.34430180055376414
82,0.3518788973567696
83,0.35487154056896625
84,0.3594860775160451
85,0.3653363625095469
86,0.36724994759473506
87,0.37139596233382977
88,0.3779988944767585
89,0.38328288817719
90,0.3870106423700668
91,0.3891199296766914
92,0.3927189528425527
93,0.39734100424892776
94,0.39931450723557216
95,0.40262469080893676
96,0.41009900402654714
97,0.413945810221852
98,0.41803007879929055
99,0.4269421792205378
100,0.4327964834700123
101,0.4382929654817912
102,0.4441372945030067
103,0.44773893610932375
104,0.45318762087388287
105,0.458792832417988
106,0.46178611451871915
107,0.46870077778527147
108,0.47450000182279184
109,0.47897968680790876
110,0.4842680716138452
111,0.4853815841519188
112,0.488957935433068
113,0.4927691853396499
114,0.4971859439054044
115,0.5017549830571499
116,0.5057871790291446
117,0.5084024815487898
118,0.5140195758727983
119,0.5223134873835464
120,0.5274617377768137
121,0.5333752353679944
122,0.5381342012252807
123,0.5406807954298963
124,0.5442604213565582
125,0.5483097971414979
126,0.5551529732468844
127,0.5615397022287275
128,0.5679430432238626
129,0.5756418815586328
130,0.5804277600258108
131,0.591350251271853
132,0.6010996492948529
133,0.6054169836805448
134,0.6136370083246903
135,0.617537153965757
136,0.6250911842496204
137,0.6277156034625754
138,0.6356119303547699
139,0.6405821231514612
140,0.6485164999115945
141,0.6513266597886656
142,0.656469032589695
143,0.6593036816749269
144,0.6639772953050351
145,0.6722350362462154
146,0.681758233094973
147,0.6905187793127711
148,0.6986926335514
149,0.7046868525671288
150,0.712331648769889
151,0.7254281783565344
152,0.728691335723621
153,0.7332246782316731
154,0.7376656999794025
155,0.7424483393455084
156,0.75281587888642
157,0.7557907416757654
158,0.7611093492815466
159,0.767725781020727
160,0.7745353603386018
161,0.7847358747304547
162,0.7939404266061986
163,0.8015591277212003
164,0.8042057786146417
165,0.8140711535902619
166,0.8203061087222412
167,0.8291137485896148
168,0.8369468628841306
169,0.8392383619298991
170,0.8463814747844093
171,0.8528227444318267
