samples,diff
1,0.002699106291920663
2,0.003898509287730845
3,0.009291327255399112
4,0.008390426354498211
5,0.010791030551509593
6,0.011091330851809893
7,0.010791030551509593
8,0.012290733847620075
9,0.012290733847620075
10,0.014092535649421877
11,0.013491935048821277
12,0.015590440740141338
13,0.015590440740141338
14,0.01679164194134254
15,0.016191041340741938
16,0.01649134164104224
17,0.018888349427271585
18,0.019188649727571883
19,0.022490154825484165
20,0.02368955782129435
21,0.023989858121594647
22,0.02518746291201381
23,0.02728776680872489
24,0.027285968603333873
25,0.029686572800345257
26,0.031184477891064717
27,0.030583877290464117
28,0.03178507849166532
29,0.03418388448328568
30,0.03747639855424287
31,0.03867759975544407
32,0.04017550484616353
33,0.04167520814227401
34,0.041373109636582694
35,0.04227401053748359
36,0.044676412939885994
37,0.04497131862401323
38,0.046771322220424016
39,0.04856952761144378
40,0.04766862671054288
41,0.04856952761144378
42,0.04886802970635306
43,0.05216414018809229
44,0.057258456060851275
45,0.05695815576055097
46,0.058459657262052475
47,0.05906025786265308
48,0.059358759957562346
49,0.061158763553973136
50,0.060858463253672834
51,0.06205606804409199
52,0.06415637194080308
53,0.06385607164050278
54,0.06385427343511176
55,0.06445487403571236
56,0.06505547463631296
57,0.06595637553721387
58,0.06595637553721387
59,0.06625487763212315
60,0.06715577853302404
61,0.06925788063512614
62,0.07165848483213752
63,0.07345848842854831
64,0.0728578878279477
65,0.07555879232525939
66,0.07735699771627916
67,0.07705669741597884
68,0.07705669741597884
69,0.07705669741597884
70,0.07825789861718005
71,0.07855819891748035
72,0.07855819891748035
73,0.08065670460880042
74,0.08155760550970131
75,0.08125910341479203
76,0.08155940371509234
77,0.08216000431569294
78,0.08246030461599324
79,0.08365970761180341
80,0.08755462048875223
81,0.08665371958785131
82,0.08905612199025373
83,0.08815522108935282
84,0.0908543273812735
85,0.0908543273812735
86,0.0914549279818741
87,0.09205552858247469
88,0.09235582888277499
89,0.09415043786301272
90,0.09505133876391361
91,0.09535163906421393
92,0.09715344086601571
93,0.09925194655733577
94,0.09894984805164446
95,0.10195105284925643
96,0.10285195375015735
97,0.10644476812141483
98,0.10644476812141483
99,0.10764596932261603
100,0.11034687381992771
101,0.11154447861034687
102,0.11184477891064717
103,0.11334628041214867
104,0.11424718131304958
105,0.11454568340795886
106,0.11664778551006097
107,0.11754509000017982
108,0.11754509000017982
109,0.1184441926956897
110,0.12024419629210048
111,0.12264300228372085
112,0.12324360288432144
113,0.12443940946934959
114,0.12443940946934959
115,0.12534031037025048
116,0.12623941306576036
117,0.12743881606157054
118,0.12773911636187085
119,0.13044002085918255
120,0.13074032115948284
121,0.13104062145978312
122,0.1328388268508029
123,0.13523763284242327
124,0.13733793673913433
125,0.1391379403355451
126,0.14063944183704663
127,0.1415385445325565
128,0.14213914513315712
129,0.1433385481289673
130,0.14513675351998706
131,0.14513675351998706
132,0.14753735771699844
133,0.14903885921849994
134,0.1502382622143101
135,0.1514376652101203
136,0.1514376652101203
137,0.15233676790563017
138,0.15323766880653109
139,0.1529373685062308
140,0.15413497329664994
141,0.15503407599215985
142,0.15623347898797002
143,0.1571343798888709
144,0.16073079067091045
145,0.16222689755623887
146,0.16402510294725864
147,0.16462570354785921
148,0.1655230080379781
149,0.16701911492330654
150,0.16851881821941703
151,0.1697182212152272
152,0.17061732391073708
153,0.1703188218158278
154,0.1712179245113377
155,0.17271762780744815
156,0.17541493589397783
157,0.17631583679487872
158,0.17841434248619875
159,0.17871464278649907
160,0.17991404578230924
161,0.18111524698351045
162,0.1826131520742299
163,0.1850119580658503
164,0.18531046016075958
165,0.18861016705328082
166,0.18891046735358114
167,0.19221017424610237
168,0.192810774846703
169,0.19400837963712214
170,0.19460718203233174
171,0.19460718203233174
172,0.19430688173203142
173,0.19520778263293234
174,0.19581018143892395
175,0.197908687130244
176,0.19910809012605418
177,0.20030569491647338
178,0.20180360000719283
179,0.20450450450450453
180,0.20720361079642516
181,0.20750391109672545
182,0.20930391469313625
183,0.21050331768894642
184,0.21050331768894642
185,0.2114024203844563
186,0.21349912787038533
187,0.2158961356566147
188,0.216196435956915
189,0.21739583895272518
190,0.21889734045422668
191,0.21949614284943625
192,0.2227958497419575
193,0.2239952527377677
194,0.2251946557335779
195,0.22759166351980725
196,0.229391667116218
197,0.2308913704123285
198,0.23359047670424915
199,0.23448957939975903
200,0.23689198180216142
201,0.23809138479797162
202,0.23929078779378182
203,0.24138929348510188
204,0.24318749887612162
205,0.24468540396684108
206,0.2461869054683426
207,0.24708420995846145
208,0.24918631206056358
209,0.250682418945892
210,0.2521821222420025
211,0.2530830231429034
212,0.253683623743504
213,0.25488122853392314
214,0.255780331229433
215,0.25758213303123484
216,0.2575803348258438
217,0.258781536027045
218,0.25968063872255487
219,0.25968063872255487
220,0.2611785438132744
221,0.26268004531477585
222,0.26358094621567674
223,0.2638812465159771
224,0.2650806495117872
225,0.2680800561040082
226,0.2704806603010196
227,0.27438096779414145
228,0.2758788728848609
229,0.2758788728848609
230,0.2767797737857618
231,0.2776806746866627
232,0.27767887648127165
233,0.2788782794770819
234,0.28187768606930286
235,0.2824746902591214
236,0.2833755911600223
237,0.2833755911600223
238,0.28367589146032257
239,0.28547409685134234
240,0.2878747010483538
241,0.2890723058387729
242,0.291172609735484
243,0.2917732103360846
244,0.2920717124309939
245,0.29297081512650375
246,0.29387171602740464
247,0.29477081872291455
248,0.29536962111812415
249,0.2971660283037528
250,0.29806513099926274
251,0.30016363669058277
252,0.30196184208160254
253,0.3034615453777131
254,0.30436064807322294
