samples,diff
1,0.00015082956259426848
2,0.0003062297179944239
3,0.0007678595913890032
4,0.0007678595913890032
5,0.001078659902189314
6,0.0012340600575894694
7,0.0012340600575894694
8,0.0012340600575894694
9,0.0015402897755838934
10,0.0016956899309840485
11,0.002449837743955391
12,0.002760638054755702
13,0.0029114676173499702
14,0.003066867772750126
15,0.0036701860231272004
16,0.0036701860231272004
17,0.004136386489327666
18,0.004136386489327666
19,0.0044380456145162025
20,0.0044380456145162025
21,0.0044380456145162025
22,0.0044380456145162025
23,0.0044380456145162025
24,0.004593445769916358
25,0.004593445769916358
26,0.004593445769916358
27,0.004748845925316514
28,0.00521504639151698
29,0.005365875954111249
30,0.005676676264911559
31,0.006129164952694364
32,0.006883312765665706
33,0.007038712921065862
34,0.007660313542666484
35,0.008126514008866952
36,0.008432743726861374
37,0.008743544037661687
38,0.009045203162850225
39,0.009196032725444492
40,0.009662233191644958
41,0.009662233191644958
42,0.010594634124045888
43,0.010594634124045888
44,0.01074546368664016
45,0.011056263997440469
46,0.011211664152840623
47,0.011211664152840623
48,0.011522464463640934
49,0.011828694181635357
50,0.012436583024818319
51,0.012436583024818319
52,0.012587412587412587
53,0.012898212898212897
54,0.012898212898212897
55,0.013359842771607478
56,0.013515242927007632
57,0.013670643082407789
58,0.0139814433932081
59,0.0139814433932081
60,0.014890991361579599
61,0.015197221079574023
62,0.015503450797568447
63,0.015654280360162715
64,0.01580968051556287
65,0.016732940262352027
66,0.016888340417752182
67,0.016888340417752182
68,0.017194570135746608
69,0.017349970291146762
70,0.01750537044654692
71,0.017660770601947075
72,0.018117829882535765
73,0.018268659445130033
74,0.018268659445130033
75,0.018419489007724298
76,0.018574889163124456
77,0.019950637597696427
78,0.020256867315690843
79,0.020106037753096575
80,0.020106037753096575
81,0.020572238219297042
82,0.020878467937291468
83,0.02102929749988574
84,0.02087389734448558
85,0.021340097810686045
86,0.021495497966086203
87,0.021495497966086203
88,0.022272498743086986
89,0.022117098587686828
90,0.023026646556058326
91,0.023026646556058326
92,0.02287124640065817
93,0.02286667580785228
94,0.023177476118652597
95,0.02286667580785228
96,0.023940765117235707
97,0.023936194524429823
98,0.02454865396041867
99,0.024544083367612785
100,0.02469948352301294
101,0.024854883678413094
102,0.024854883678413094
103,0.025165683989213407
104,0.025938114173408296
105,0.026093514328808447
106,0.026248914484208605
107,0.02671054435760318
108,0.02671054435760318
109,0.02655514420220302
110,0.02717217423099776
111,0.02872617578499931
112,0.02872617578499931
113,0.02872617578499931
114,0.02948489419077654
115,0.02963572375337081
116,0.029791123908770967
117,0.029946524064171125
118,0.029791123908770967
119,0.030101924219571276
120,0.029946524064171122
121,0.03025732437497143
122,0.030723524841171905
123,0.030723524841171905
124,0.03118972530737237
125,0.03134512546277253
126,0.030723524841171905
127,0.03150052561817268
128,0.03165592577357283
129,0.03196215549156726
130,0.03165135518076695
131,0.03165135518076695
132,0.03196215549156726
133,0.032117555646967416
134,0.03211755564696741
135,0.032428355957767725
136,0.03227295580236757
137,0.03304995657936834
138,0.032894556423968185
139,0.03336075689016866
140,0.03366698660816308
141,0.03381324557795146
142,0.033653274829745415
143,0.03487819370172311
144,0.0345673933909228
145,0.03471822295351707
146,0.03455368161250514
147,0.03517528223410576
148,0.03533068238950591
149,0.03517528223410576
150,0.035330682389505916
151,0.03594771241830065
152,0.03594771241830065
153,0.03610311257370081
154,0.03625851272910096
155,0.036715572009689654
156,0.036560171854289496
157,0.0377805201334613
158,0.03809132044426162
159,0.03824215000685589
160,0.039476210064445356
161,0.039476210064445356
162,0.03978243978243978
163,0.03947163947163947
164,0.039627039627039624
165,0.039627039627039624
166,0.03977329859682801
167,0.03992869875222816
168,0.04070112893642305
169,0.04116732940262353
170,0.04116732940262353
171,0.041779788838612365
172,0.04162438868321221
173,0.04146898852781206
174,0.0420814479638009
175,0.0417706476530006
176,0.0420814479638009
177,0.04332464920700215
178,0.04362630833219069
179,0.04362630833219069
180,0.04393253805018511
181,0.04393253805018511
182,0.04408793820558526
183,0.04408793820558526
184,0.04408793820558526
185,0.04439873851638557
186,0.04439416792357968
187,0.04454956807897984
188,0.0447003976415741
189,0.045166598107774576
190,0.045166598107774576
191,0.04485579779697427
192,0.04516202751496869
193,0.04531285707756296
194,0.045934457699163586
195,0.04655148772795833
196,0.04624068741715801
197,0.04655148772795832
198,0.04670231729055259
199,0.04685771744595275
200,0.04731020613373555
201,0.04777183600713013
202,0.04808263631793043
203,0.04870423693953106
204,0.04885506650212533
205,0.04901046665752549
206,0.04901046665752549
207,0.04885506650212533
208,0.048544266191325014
209,0.049161296220119756
210,0.04961835550070845
211,0.049929155811508745
212,0.0494583847525024
213,0.050692444810091865
214,0.05022624434389141
215,0.05053247406188584
216,0.05084327437268615
217,0.050998674528086305
218,0.05115407468348645
219,0.051464874994286765
220,0.05162027514968692
221,0.0517665341194753
222,0.052388134741075926
223,0.053005164769870654
224,0.05331139448786508
225,0.05362219479866539
226,0.05498423145481969
227,0.05498423145481969
228,0.05545043192102015
229,0.055445861328214274
230,0.055445861328214274
231,0.055290461172814116
232,0.055756661639014576
233,0.05606746194981489
234,0.05637369166780932
235,0.056835321541203895
236,0.056835321541203895
237,0.05729695141459847
238,0.058069381598793365
239,0.05822021116138763
240,0.05867727044197633
241,0.058832670597376485
242,0.05929430047077107
243,0.05944970062617123
244,0.05960510078157137
245,0.05960510078157137
246,0.05976050093697153
247,0.060066730654965955
248,0.06036838978015449
249,0.06067461949814891
250,0.060980849216143336
251,0.061136249371543494
252,0.061136249371543494
253,0.06144247908953792
254,0.06159787924493807
255,0.061899538370126614
256,0.06205036793272088
257,0.06205036793272088
258,0.06220119749531515
259,0.06235202705790942
260,0.06235202705790942
261,0.06266282736870972
262,0.0631244572421043
263,0.06343525755290462
264,0.06390145801910509
265,0.06406142876731112
266,0.06437222907811142
267,0.06437222907811142
268,0.06452305864070569
269,0.06482928835870012
270,0.06513094748388866
271,0.06513094748388866
272,0.06513094748388866
273,0.06528177704648293
274,0.06573883632707163
275,0.06589423648247178
276,0.06589423648247178
277,0.06604506604506605
278,0.06651126651126651
279,0.06666666666666667
280,0.06666666666666667
281,0.06666666666666667
282,0.06713286713286713
283,0.06728826728826728
284,0.06728826728826728
285,0.06758992641345582
286,0.06774532656885597
287,0.06790072672425614
288,0.06805612687965629
289,0.06805612687965629
290,0.06820695644225055
291,0.06851775675305087
292,0.06851775675305087
293,0.06898395721925135
294,0.06929475753005167
295,0.06945015768545182
296,0.06960098724804609
297,0.0699072169660405
298,0.07021344668403492
299,0.07051510580922346
300,0.07066593537181773
301,0.07067050596462361
302,0.0711321358380182
303,0.07098587686822982
304,0.07174459527400705
305,0.07205539558480735
306,0.07175373645961881
307,0.07237076648841353
308,0.07221993692581927
309,0.07267699620640797
310,0.07344028520499109
311,0.07344028520499109
312,0.07452808629279219
