samples,proportion,diff
1,70.0,0.00345679012345676
2,70.0,0.004929453262786562
3,70.0,0.008029100529100506
4,70.0,0.008350970017636662
5,70.0,0.009034391534391516
6,70.0,0.009563492063492047
7,70.0,0.010017636684303331
8,70.0,0.01048941798941796
9,70.0,0.011432980599647237
10,70.0,0.0136375661375661
11,70.0,0.015119047619047586
12,70.0,0.015617283950617249
13,70.0,0.016481481481481444
14,70.0,0.017089947089947048
15,70.0,0.01761463844797174
16,70.0,0.01785714285714282
17,70.0,0.018324514991181616
18,70.0,0.018624338624338585
19,70.0,0.019223985890652516
20,70.0,0.01949735449735445
21,70.0,0.0211728395061728
22,70.0,0.021582892416225713
23,70.0,0.021922398589065223
24,70.0,0.022716049382716007
25,70.0,0.02302910052910049
26,70.0,0.023381834215167513
27,70.0,0.023721340388007023
28,70.0,0.02445767195767192
29,70.0,0.02616843033509697
30,70.0,0.026706349206349175
31,70.0,0.027147266313932942
32,70.0,0.02768518518518515
33,70.0,0.027927689594356226
34,70.0,0.028276014109347405
35,70.0,0.02895943562610225
36,70.0,0.02933862433862429
37,70.0,0.030105820105820063
38,70.0,0.03041887125220454
39,70.0,0.03074955908289237
40,70.0,0.031040564373897656
41,70.0,0.03139770723104051
42,70.0,0.032455908289241574
43,70.0,0.03324955908289237
44,70.0,0.033650793650793605
45,70.0,0.033928571428571384
46,70.0,0.03441358024691353
47,70.0,0.034850088183421474
48,70.0,0.03531746031746027
49,70.0,0.03591269841269837
50,70.0,0.03642416225749554
51,70.0,0.03695767195767191
52,70.0,0.03746472663139325
53,70.0,0.03803350970017631
54,70.0,0.038298059964726586
55,70.0,0.038813932980599604
56,70.0,0.039312169312169264
57,70.0,0.03995590828924158
58,70.0,0.040595238095238045
59,70.0,0.040939153439153386
60,70.0,0.04132716049382711
61,70.0,0.04161375661375657
62,70.0,0.042156084656084614
63,70.0,0.042817460317460275
64,70.0,0.04328483245149907
65,70.0,0.044012345679012285
66,70.0,0.04455026455026449
67,70.0,0.04554673721340383
68,70.0,0.046366843033509644
69,70.0,0.048412698412698366
70,70.0,0.04902557319223981
71,70.0,0.04955908289241618
72,70.0,0.0501807760141093
73,70.0,0.05078042328042324
74,70.0,0.051216931216931175
75,70.0,0.05156966490299819
76,70.0,0.05220899470899466
77,70.0,0.05312169312169307
78,70.0,0.055277777777777724
79,70.0,0.055608465608465565
80,70.0,0.05625661375661371
81,70.0,0.05660493827160489
82,70.0,0.05719576719576715
83,70.0,0.057835097001763626
84,70.0,0.0584038800705467
85,70.0,0.05898148148148143
86,70.0,0.05922398589065251
87,70.0,0.05979276895943558
88,70.0,0.060542328042328
89,70.0,0.061053791887125175
90,70.0,0.06128306878306874
91,70.0,0.06183421516754845
92,70.0,0.06302028218694881
93,70.0,0.06363315696649026
