samples,proportion,diff
1,50,0.002204585537918871
1,60,0.0008818342151675485
1,70,0.0013227513227513227
1,80,0.0026455026455026454
1,90,0.002204585537918871
2,50,0.004409171075837742
2,60,0.003527336860670194
2,70,0.0026455026455026454
2,80,0.0026455026455026454
2,90,0.003527336860670194
3,50,0.005731922398589065
3,60,0.0048500881834215165
3,70,0.005731922398589065
3,80,0.005731922398589065
3,90,0.005731922398589065
4,50,0.006172839506172839
4,60,0.006172839506172839
4,70,0.006172839506172839
4,80,0.005731922398589065
4,90,0.004409171075837742
5,50,0.006613756613756614
5,60,0.006172839506172839
5,70,0.006172839506172839
5,80,0.0048500881834215165
5,90,0.003968253968253968
6,50,0.006172839506172839
6,60,0.006172839506172839
6,70,0.006613756613756614
6,80,0.006613756613756614
6,90,0.0048500881834215165
7,50,0.006172839506172839
7,60,0.006172839506172839
7,70,0.006613756613756614
7,80,0.006613756613756614
7,90,0.007936507936507936
8,50,0.006172839506172839
8,60,0.006172839506172839
8,70,0.006613756613756614
8,80,0.007936507936507938
8,90,0.009038800705467373
9,50,0.006613756613756614
9,60,0.006613756613756614
9,70,0.007936507936507938
9,80,0.011243386243386243
9,90,0.010582010582010581
10,50,0.006172839506172839
10,60,0.008597883597883597
10,70,0.011243386243386243
10,80,0.011904761904761904
10,90,0.010141093474426807
11,50,0.007495590828924161
11,60,0.007495590828924161
11,70,0.011243386243386243
11,80,0.011243386243386243
11,90,0.011904761904761904
12,50,0.009479717813051146
12,60,0.011243386243386243
12,70,0.011243386243386243
12,80,0.011243386243386243
12,90,0.011904761904761904
13,50,0.01388888888888889
13,60,0.012566137566137567
13,70,0.011243386243386243
13,80,0.011904761904761904
13,90,0.011904761904761904
14,50,0.015432098765432098
14,60,0.012566137566137567
14,70,0.011243386243386243
14,80,0.011904761904761904
14,90,0.011904761904761904
15,50,0.015873015873015876
15,60,0.01388888888888889
15,70,0.011243386243386243
15,80,0.011904761904761904
15,90,0.013227513227513229
16,50,0.015432098765432098
16,60,0.015873015873015876
16,70,0.011904761904761904
16,80,0.011904761904761904
16,90,0.014991181657848325
17,50,0.015432098765432098
17,60,0.015873015873015876
17,70,0.01388888888888889
17,80,0.013668430335097001
17,90,0.015432098765432098
18,50,0.015432098765432098
18,60,0.015873015873015876
18,70,0.012566137566137567
18,80,0.014991181657848325
18,90,0.015432098765432098
19,50,0.015432098765432098
19,60,0.015873015873015876
19,70,0.016534391534391533
19,80,0.014991181657848325
19,90,0.015432098765432098
20,50,0.015432098765432098
20,60,0.015873015873015876
20,70,0.01895943562610229
20,80,0.014991181657848325
20,90,0.015432098765432098
21,50,0.025132275132275134
21,60,0.025132275132275134
21,70,0.031084656084656086
21,80,0.02601410934744268
21,90,0.026455026455026457
22,50,0.025132275132275134
22,60,0.026895943562610228
22,70,0.03064373897707231
22,80,0.02601410934744268
22,90,0.026455026455026457
23,50,0.025132275132275134
23,60,0.026455026455026457
23,70,0.03064373897707231
23,80,0.02601410934744268
23,90,0.026455026455026457
24,50,0.029541446208112873
24,60,0.03042328042328042
24,70,0.033289241622574954
24,80,0.026455026455026457
24,90,0.030864197530864196
25,50,0.02998236331569665
25,60,0.03042328042328042
25,70,0.032407407407407406
25,80,0.026455026455026457
25,90,0.03284832451499118
26,50,0.03042328042328042
26,60,0.03042328042328042
26,70,0.032407407407407406
26,80,0.027777777777777773
26,90,0.035493827160493825
27,50,0.03042328042328042
27,60,0.03042328042328042
27,70,0.031084656084656086
27,80,0.03350970017636684
27,90,0.035493827160493825
28,50,0.03130511463844797
28,60,0.03042328042328042
28,70,0.031084656084656086
28,80,0.03747795414462081
28,90,0.036155202821869487
29,50,0.04585537918871252
29,60,0.04431216931216932
29,70,0.04431216931216932
29,80,0.05202821869488536
29,90,0.054673721340388004
30,50,0.04585537918871252
30,60,0.04431216931216932
30,70,0.04872134038800705
30,80,0.05268959435626102
30,90,0.054673721340388004
31,50,0.04585537918871252
31,60,0.04431216931216932
31,70,0.04872134038800705
31,80,0.055114638447971785
31,90,0.05268959435626102
32,50,0.04585537918871252
32,60,0.044753086419753084
32,70,0.051366843033509704
32,80,0.05423280423280423
32,90,0.05268959435626102
33,50,0.04585537918871252
33,60,0.04519400352733686
33,70,0.05335097001763669
33,80,0.05423280423280423
33,90,0.05930335097001763
34,50,0.04585537918871252
34,60,0.04519400352733686
34,70,0.05335097001763669
34,80,0.05423280423280423
34,90,0.05930335097001763
35,50,0.04585537918871252
35,60,0.05004409171075838
35,70,0.05335097001763669
35,80,0.05555555555555556
35,90,0.05930335097001763
36,50,0.04585537918871252
36,60,0.04960317460317461
36,70,0.05335097001763669
36,80,0.055114638447971785
36,90,0.05930335097001763
37,50,0.04585537918871252
37,60,0.05401234567901235
37,70,0.05335097001763669
37,80,0.060405643738977076
37,90,0.060626102292768956
38,50,0.04585537918871252
38,60,0.05092592592592592
38,70,0.05335097001763669
38,80,0.061948853615520286
38,90,0.06525573192239859
39,50,0.04585537918871252
39,60,0.05467372134038802
39,70,0.05335097001763669
39,80,0.061948853615520286
39,90,0.06701940035273368
40,50,0.04585537918871252
40,60,0.05423280423280423
40,70,0.05335097001763669
40,80,0.061948853615520286
40,90,0.06701940035273368
41,50,0.05026455026455027
41,60,0.05467372134038802
41,70,0.05335097001763669
41,80,0.06062610229276897
41,90,0.06701940035273368
42,50,0.054673721340388004
42,60,0.05467372134038802
42,70,0.0599647266313933
42,80,0.061948853615520286
42,90,0.06701940035273368
43,50,0.05798059964726631
43,60,0.05467372134038802
43,70,0.06371252204585538
43,80,0.06657848324514991
43,90,0.06768077601410935
44,50,0.06128747795414462
44,60,0.05423280423280423
44,70,0.06415343915343914
44,80,0.06834215167548503
44,90,0.07275132275132275
45,50,0.06261022927689594
45,60,0.05423280423280423
45,70,0.06415343915343914
45,80,0.06900352733686069
45,90,0.07275132275132275
46,50,0.06393298059964726
46,60,0.05423280423280423
46,70,0.06415343915343914
46,80,0.06900352733686069
46,90,0.07275132275132275
47,50,0.06393298059964726
47,60,0.057539682539682536
47,70,0.06415343915343914
47,80,0.06900352733686069
47,90,0.07275132275132275
48,50,0.06393298059964726
48,60,0.057980599647266325
48,70,0.06547619047619048
48,80,0.06900352733686069
48,90,0.07275132275132275
49,50,0.06393298059964726
49,60,0.06415343915343914
49,70,0.06746031746031746
49,80,0.07363315696649031
49,90,0.07275132275132275
50,50,0.06393298059964726
50,60,0.06415343915343914
50,70,0.0685626102292769
50,80,0.07694003527336861
50,90,0.07738095238095238
51,50,0.06393298059964726
51,60,0.06856261022927689
51,70,0.0685626102292769
51,80,0.07694003527336861
51,90,0.07870370370370369
52,50,0.06393298059964726
52,60,0.06856261022927689
52,70,0.07186948853615521
52,80,0.07694003527336861
52,90,0.07804232804232804
53,50,0.06393298059964726
53,60,0.07120811287477954
53,70,0.07253086419753088
53,80,0.07694003527336861
53,90,0.07804232804232804
54,50,0.06393298059964726
54,60,0.06922398589065255
54,70,0.07253086419753088
54,80,0.07694003527336861
54,90,0.08002645502645504
55,50,0.06723985890652558
55,60,0.0718694885361552
55,70,0.07253086419753088
55,80,0.07694003527336861
55,90,0.08201058201058202
56,50,0.07054673721340388
56,60,0.07451499118165784
56,70,0.07782186948853617
56,80,0.07694003527336861
56,90,0.08597883597883599
57,50,0.07716049382716049
57,60,0.0769400352733686
57,70,0.0771604938271605
57,80,0.07694003527336861
57,90,0.08862433862433863
58,50,0.0837742504409171
58,60,0.0769400352733686
58,70,0.07782186948853617
58,80,0.07738095238095238
58,90,0.08796296296296297
59,50,0.0837742504409171
59,60,0.07760141093474428
59,70,0.07782186948853617
59,80,0.07738095238095238
59,90,0.08862433862433863
60,50,0.0837742504409171
60,60,0.08156966490299825
60,70,0.07782186948853617
60,80,0.08002645502645504
60,90,0.08928571428571429
61,50,0.0837742504409171
61,60,0.08156966490299825
61,70,0.07782186948853617
61,80,0.08024691358024694
61,90,0.09016754850088184
62,50,0.0837742504409171
62,60,0.08156966490299825
