iteration_number,party_number,lowest_samples
1,5,20139
2,5,20354
3,5,20497
4,5,20160
5,5,19688
6,5,19416
7,5,20027
8,5,20401
9,5,20015
10,5,20034
11,5,20723
12,5,19916
13,5,19725
14,5,20155
15,5,20193
16,5,19873
17,5,20534
18,5,20748
19,5,22469
20,5,20641
21,5,19646
22,5,19972
23,5,20537
24,5,19995
25,5,19967
26,5,19707
27,5,20486
28,5,19928
29,5,19845
30,5,20476
31,5,20276
32,5,19894
33,5,21941
34,5,19377
35,5,20843
36,5,20386
37,5,19991
38,5,19836
39,5,20133
40,5,19934
41,5,19949
42,5,20149
43,5,20081
44,5,20524
45,5,19573
46,5,19926
47,5,20082
48,5,19364
49,5,19619
50,5,20487
51,5,19506
52,5,19912
53,5,19560
54,5,19753
55,5,19492
56,5,20306
57,5,19641
58,5,19891
59,5,19932
60,5,19519
61,5,18965
62,5,20617
63,5,19799
64,5,20609
65,5,19641
66,5,20512
67,5,20070
68,5,19783
69,5,20166
70,5,20231
71,5,19633
72,5,20202
73,5,19693
74,5,19876
75,5,19486
76,5,20580
77,5,20091
78,5,20324
79,5,19923
80,5,20174
81,5,19917
82,5,20026
83,5,19599
84,5,19984
85,5,19670
86,5,20454
87,5,20435
88,5,19938
89,5,20512
90,5,20792
91,5,19900
92,5,20164
93,5,19359
94,5,19538
95,5,19965
96,5,20318
97,5,20300
98,5,19485
99,5,19415
100,5,20208
101,5,19790
102,5,20053
103,5,20165
104,5,20478
105,5,19729
106,5,20202
107,5,19529
108,5,20175
109,5,19974
110,5,20262
111,5,20205
112,5,19550
113,5,19736
114,5,19983
115,5,19987
116,5,19801
117,5,19747
118,5,20332
119,5,19305
120,5,19388
121,5,19853
122,5,19546
123,5,19812
124,5,15323
125,5,20592
126,5,20126
127,5,19145
128,5,20308
129,5,20484
130,5,19948
131,5,19832
132,5,19568
133,5,20307
134,5,20491
135,5,19803
136,5,20121
137,5,20753
138,5,20154
139,5,19941
140,5,20009
141,5,20234
142,5,20804
143,5,20218
144,5,19508
145,5,20257
146,5,20416
147,5,19795
148,5,19988
149,5,20234
150,5,20074
151,5,19637
152,5,20147
153,5,20067
154,5,19973
155,5,20591
156,5,19501
157,5,19892
158,5,20071
159,5,19993
160,5,20368
161,5,19655
162,5,19805
163,5,20267
164,5,20385
165,5,19778
166,5,20185
167,5,19347
168,5,20011
169,5,19565
170,5,19502
171,5,19789
172,5,21322
173,5,20619
174,5,22166
175,5,20312
176,5,19825
177,5,20717
178,5,19891
179,5,23091
180,5,20012
181,5,20300
182,5,19885
183,5,19579
184,5,20277
185,5,20387
186,5,20549
187,5,19573
188,5,19157
189,5,19788
190,5,19990
191,5,19354
192,5,20453
193,5,20716
194,5,20014
195,5,20012
196,5,20371
197,5,19938
198,5,19780
199,5,20247
200,5,19765
201,5,19653
202,5,19578
203,5,20075
204,5,19808
205,5,19460
206,5,20465
207,5,20038
208,5,20905
209,5,20415
210,5,19954
211,5,19895
212,5,19795
213,5,19847
214,5,19899
215,5,20218
216,5,19700
217,5,20155
218,5,20094
219,5,19564
220,5,20203
221,5,19521
222,5,19299
223,5,20531
224,5,20633
225,5,20485
226,5,19431
227,5,20573
228,5,19144
229,5,20039
230,5,19872
231,5,19594
232,5,19878
233,5,19715
234,5,20073
235,5,20167
236,5,20179
237,5,20590
238,5,19585
239,5,23419
240,5,20009
241,5,19949
242,5,19537
243,5,19772
244,5,19987
245,5,20270
246,5,19924
247,5,19917
248,5,19356
249,5,19727
250,5,19766
251,5,19347
252,5,19647
253,5,20190
254,5,19893
255,5,19725
256,5,20094
257,5,20345
258,5,19670
259,5,20072
260,5,20387
261,5,20024
262,5,20210
263,5,19769
264,5,20206
265,5,20415
266,5,20065
267,5,19716
268,5,19861
269,5,20135
270,5,19973
271,5,19957
272,5,19881
273,5,19506
274,5,20233
275,5,19870
276,5,19912
277,5,19717
278,5,19822
279,5,19676
280,5,20261
281,5,19654
282,5,19752
283,5,20439
284,5,20504
285,5,19988
286,5,19567
287,5,19533
288,5,19659
289,5,19862
290,5,20728
291,5,20237
292,5,20261
293,5,20394
294,5,19957
295,5,19605
296,5,20032
297,5,19602
298,5,20237
299,5,19901
300,5,19791
301,5,19612
302,5,19446
303,5,20050
304,5,20784
305,5,20071
306,5,19497
307,5,19933
308,5,19112
