iteration_number,party_number,lowest_samples
1,1,29252
1,4,26272
1,5,17439
1,6,18838
1,8,12329
1,10,16775
1,20,23456
1,22,29696
1,23,12337
1,26,9616
2,1,29275
2,4,26410
2,5,18129
2,6,18544
2,8,12510
2,10,17164
2,20,23328
2,22,29540
2,23,12297
2,26,9763
3,1,29348
3,4,26408
3,5,17692
3,6,18672
3,8,12662
3,10,17116
3,20,23405
3,22,29794
3,23,11920
3,26,9738
4,1,29221
4,4,26419
4,5,18006
4,6,19389
4,8,12761
4,10,17434
4,20,23018
4,22,29739
4,23,12238
4,26,10113
5,1,29209
5,4,26510
5,5,18305
5,6,19484
5,8,12591
5,10,17244
5,20,23213
5,22,29748
5,23,12191
5,26,9470
6,1,29258
6,4,26568
6,5,17337
6,6,18143
6,8,12505
6,10,16865
6,20,23339
6,22,29755
6,23,12124
6,26,9572
7,1,29296
7,4,26572
7,5,17869
7,6,18831
7,8,12497
7,10,16676
7,20,23308
7,22,29795
7,23,12116
7,26,9616
8,1,29332
8,4,26560
8,5,18732
8,6,19272
8,8,12620
8,10,17400
8,20,23466
8,22,29730
8,23,12147
8,26,9427
9,1,29168
9,4,26437
9,5,17784
9,6,19370
9,8,12485
9,10,17242
9,20,23446
9,22,29876
9,23,12030
9,26,9583
10,1,29216
10,4,26519
10,5,18048
10,6,18305
10,8,12583
10,10,17246
10,20,23263
10,22,29914
10,23,11892
10,26,10057
11,1,29318
11,4,26603
11,5,17586
11,6,18104
11,8,12415
11,10,16767
11,20,23238
11,22,29621
11,23,12452
11,26,9660
12,1,29128
12,4,26435
12,5,17993
12,6,17936
12,8,12366
12,10,16667
12,20,23395
12,22,29766
12,23,12190
12,26,9863
13,1,29176
13,4,26585
13,5,23261
13,6,19614
13,8,12591
13,10,17338
13,20,23301
13,22,29780
13,23,12099
13,26,9730
14,1,29247
14,4,26601
14,5,18348
14,6,19043
14,8,12353
14,10,16799
14,20,23434
14,22,29764
14,23,12357
14,26,9817
15,1,29137
15,4,26443
15,5,18267
15,6,19201
15,8,12594
15,10,17069
15,20,23341
15,22,29774
15,23,12280
15,26,9932
16,1,29359
16,4,26505
16,5,18788
16,6,19193
16,8,12474
16,10,16842
16,20,23511
16,22,29730
16,23,12189
16,26,9730
17,1,29176
17,4,26398
17,5,18075
17,6,18642
17,8,12724
17,10,17046
17,20,23303
17,22,29810
17,23,12060
17,26,9524
18,1,29203
18,4,26489
18,5,18531
18,6,19169
18,8,12558
18,10,17414
18,20,23185
18,22,29726
18,23,12205
18,26,9858
19,1,29254
19,4,26438
19,5,18030
19,6,18601
19,8,12527
19,10,16647
19,20,23413
19,22,29744
19,23,12101
19,26,9940
20,1,29315
20,4,26506
20,5,18734
20,6,19419
20,8,12594
20,10,17819
20,20,23178
20,22,29792
20,23,12131
20,26,9825
21,1,29183
21,4,26500
21,5,17745
21,6,17922
21,8,12751
21,10,16978
21,20,23557
21,22,29847
21,23,12038
21,26,9873
