iteration_number,party_number,lowest_samples
1,2,13347
1,3,1922
1,4,960
1,6,1746
1,9,12451
1,11,3810
1,12,315
1,15,2583
1,19,1318
1,22,7228
1,24,2677
2,2,2638
2,3,2638
2,4,2638
2,6,2255
2,9,2638
2,11,2513
2,12,1217
2,15,2383
2,19,2638
2,22,2638
2,24,2128
3,2,13128
3,3,1535
3,4,782
3,6,1251
3,9,12480
3,11,37
3,12,445
3,15,2398
3,19,4534
3,22,7430
3,24,2036
4,2,13175
4,3,1694
4,4,964
4,6,1236
4,9,12552
4,11,4825
4,12,348
4,15,2760
4,19,482
4,22,7610
4,24,2067
5,2,13499
5,3,1628
5,4,953
5,6,1240
5,9,12338
5,11,4732
5,12,428
5,15,2371
5,19,420
5,22,7526
5,24,2093
6,2,13015
6,3,2426
6,4,1222
6,6,1909
6,9,12514
6,11,3783
6,12,233
6,15,2555
6,19,1723
6,22,7467
6,24,2667
7,2,13248
7,3,1710
7,4,1304
7,6,1514
7,9,12596
7,11,4190
7,12,399
7,15,2370
7,19,758
7,22,7534
7,24,2420
8,2,3233
8,3,2798
8,4,3233
8,6,2620
8,9,3233
8,11,3233
8,12,1026
8,15,2397
8,19,2476
8,22,3233
8,24,1702
9,2,12973
9,3,2247
9,4,1277
9,6,2006
9,9,12724
9,11,3654
9,12,375
9,15,2450
9,19,1034
9,22,7623
9,24,2762
10,2,13320
10,3,1949
10,4,1290
10,6,1735
10,9,12654
10,11,2309
10,12,226
10,15,2597
10,19,467
10,22,7561
10,24,3578
11,2,1576
11,3,1576
11,4,1576
11,6,1576
11,9,1576
11,11,1576
11,12,1301
11,15,1576
11,19,1576
11,22,1576
11,24,1576
12,2,13346
12,3,1687
12,4,993
12,6,1621
12,9,12436
12,11,3761
12,12,71
12,15,2514
12,19,672
12,22,7273
12,24,2692
13,2,2716
13,3,2716
13,4,2716
13,6,2172
13,9,2716
13,11,2716
13,12,965
13,15,2286
13,19,2391
13,22,2716
13,24,1852
14,2,12969
14,3,1800
14,4,994
14,6,1398
14,9,12709
14,11,3897
14,12,694
14,15,1984
14,19,877
14,22,7259
14,24,2586
15,2,13268
15,3,1775
15,4,1177
15,6,1655
15,9,12570
15,11,3789
15,12,331
15,15,2558
15,19,166
15,22,7342
15,24,2687
16,2,13439
16,3,1527
16,4,1174
16,6,1527
16,9,12680
16,11,4153
16,12,292
16,15,2243
16,19,136
16,22,7325
16,24,1527
17,2,2703
17,3,2637
17,4,2703
17,6,2300
17,9,2703
17,11,2703
17,12,930
17,15,2288
17,19,2703
17,22,2703
17,24,1501
18,2,12999
18,3,1959
18,4,1146
18,6,1746
18,9,12730
18,11,3459
18,12,435
18,15,2444
18,19,114
18,22,7457
18,24,2885
19,2,1896
19,3,1896
19,4,1896
19,6,1896
19,9,1896
19,11,1896
19,12,1170
19,15,1896
19,19,1896
19,22,1896
19,24,1549
20,2,1013
20,3,1013
20,4,1013
20,6,1013
20,9,1013
20,11,1013
20,12,1082
20,15,1013
20,19,1013
20,22,1013
20,24,1013
21,2,13393
21,3,1431
21,4,514
21,6,1431
21,9,12702
21,11,4209
21,12,17
21,15,2690
21,19,116
21,22,7218
21,24,1431
22,2,12910
22,3,1810
22,4,972
22,6,1698
22,9,12827
22,11,4785
22,12,359
22,15,2100
22,19,485
22,22,7611
22,24,2060
23,2,13205
23,3,1723
23,4,1254
23,6,1336
23,9,12571
23,11,4625
23,12,305
23,15,2424
23,19,581
23,22,7689
23,24,2155
24,2,13241
24,3,1722
24,4,665
24,6,1328
24,9,12625
24,11,4786
24,12,281
24,15,2460
24,19,153
24,22,7525
24,24,1722
25,2,12994
25,3,1827
25,4,1238
25,6,1934
25,9,12563
25,11,3963
25,12,703
25,15,2339
25,19,575
25,22,7723
25,24,2571
26,2,13031
26,3,1638
26,4,947
26,6,1489
26,9,12637
26,11,4199
26,12,507
26,15,2288
26,19,533
26,22,7651
26,24,2442
27,2,13328
27,3,924
27,4,1094
27,6,1484
27,9,12426
27,11,3266
27,12,246
27,15,2377
27,19,261
27,22,7399
27,24,3010
28,2,13552
28,3,1833
28,4,1606
28,6,1881
28,9,12356
28,11,3780
28,12,46
28,15,2534
28,19,923
28,22,7643
28,24,2680
29,2,13438
29,3,1924
29,4,1157
29,6,1790
29,9,12477
29,11,3876
29,12,15
29,15,2675
29,19,858
29,22,7645
29,24,2614
30,2,13138
30,3,2226
30,4,1361
30,6,1759
30,9,12431
30,11,3713
30,12,277
30,15,2333
30,19,540
30,22,7646
30,24,2707
31,2,13129
31,3,1479
31,4,1081
31,6,1164
31,9,12384
31,11,3873
31,12,541
31,15,2500
31,19,116
31,22,7502
31,24,2616
32,2,13184
32,3,1870
32,4,987
32,6,1622
32,9,12635
32,11,3760
32,12,163
32,15,2416
32,19,1456
32,22,7383
32,24,2682
33,2,13301
33,3,2347
33,4,1026
33,6,1904
33,9,12588
33,11,3368
33,12,186
33,15,2521
33,19,1145
33,22,7526
33,24,2945
34,2,13315
34,3,1496
34,4,1232
34,6,1635
34,9,12529
34,11,3897
34,12,283
34,15,2463
34,19,773
34,22,7381
34,24,2599
35,2,13325
35,3,2142
35,4,1448
35,6,2091
35,9,12757
35,11,3274
35,12,308
35,15,2463
35,19,456
35,22,7601
35,24,2987
36,2,204
36,3,204
36,4,204
36,6,204
36,9,204
36,11,204
36,12,1022
36,15,204
36,19,204
36,22,204
36,24,204
37,2,223
37,3,223
37,4,223
37,6,223
37,9,223
37,11,223
37,12,1330
37,15,223
37,19,223
37,22,223
37,24,223
38,2,1005
38,3,1005
38,4,1005
38,6,1005
38,9,1005
38,11,1005
38,12,1116
38,15,1005
38,19,1005
38,22,1005
38,24,1005
39,2,13221
39,3,1595
39,4,1145
39,6,1595
39,9,12503
39,11,4661
39,12,571
39,15,2295
39,19,421
39,22,7708
39,24,2168
40,2,2987
40,3,2805
40,4,2987
40,6,2318
40,9,2987
40,11,2987
40,12,1017
