iteration_number,party_number,lowest_samples
1,17,14198
1,18,20046
2,1,2638
2,5,2638
2,7,2638
2,10,2638
2,13,2638
2,14,2638
2,16,2638
2,17,2638
2,18,2638
2,20,2638
2,21,2638
2,23,2638
2,25,2638
3,17,14232
3,18,20085
4,17,14241
4,18,20136
5,17,14040
5,18,20104
6,17,14133
6,18,20251
7,17,14561
7,18,20129
8,1,3233
8,5,3233
8,7,3233
8,10,3233
8,13,3233
8,14,3233
8,16,3233
8,17,3233
8,18,3233
8,20,3233
8,21,3233
8,23,3233
8,25,3233
9,17,14073
9,18,19921
10,17,14120
10,18,20142
11,1,1576
11,5,1576
11,7,1576
11,10,1576
11,13,1576
11,14,1576
11,16,1576
11,17,1576
11,18,1576
11,20,1576
11,21,1576
11,23,1576
11,25,1576
12,17,14237
12,18,20040
13,1,2716
13,5,2716
13,7,2716
13,10,2716
13,13,2716
13,14,2716
13,16,2716
13,17,2716
13,18,2716
13,20,2716
13,21,2716
13,23,2716
13,25,2716
14,17,14179
14,18,19921
15,17,13997
15,18,19925
16,17,13987
16,18,20109
17,1,2703
17,5,2703
17,7,2703
17,10,2703
17,13,2703
17,14,2703
17,16,2703
17,17,2703
17,18,2703
17,20,2703
17,21,2703
17,23,2703
17,25,2703
18,17,14236
18,18,19966
19,1,1896
19,5,1896
19,7,1896
19,10,1896
19,13,1896
19,14,1896
19,16,1896
19,17,1896
19,18,1896
19,20,1896
19,21,1896
19,23,1896
19,25,1896
20,1,1013
20,5,1013
20,7,1013
20,10,1013
20,13,1013
20,14,1013
20,16,1013
20,17,1013
20,18,1013
20,20,1013
20,21,1013
20,23,1013
20,25,1013
21,17,14199
21,18,20197
22,17,14045
22,18,20080
23,17,14217
23,18,19998
24,17,14175
24,18,20060
25,17,14128
25,18,20165
26,17,14187
26,18,20169
27,17,14325
27,18,20082
28,17,14345
28,18,20247
29,17,13916
29,18,20033
30,17,14373
30,18,20160
31,17,14088
31,18,20148
32,17,14293
32,18,19934
33,17,14233
33,18,20208
34,17,14181
34,18,20296
35,17,13993
35,18,19997
36,1,204
36,5,204
36,7,204
36,10,204
36,13,204
36,14,204
36,16,204
36,17,204
36,18,204
36,20,204
36,21,204
36,23,204
36,25,204
37,1,223
37,5,223
37,7,223
37,10,223
37,13,223
37,14,223
37,16,223
37,17,223
37,18,223
37,20,223
37,21,223
37,23,223
37,25,223
38,1,1005
38,5,1005
38,7,1005
38,10,1005
38,13,1005
38,14,1005
38,16,1005
38,17,1005
38,18,1005
38,20,1005
38,21,1005
38,23,1005
38,25,1005
39,17,14165
39,18,20216
40,1,2987
40,5,2987
40,7,2987
40,10,2987
40,13,2987
40,14,2987
40,16,2987
40,17,2987
40,18,2987
40,20,2987
40,21,2987
40,23,2987
40,25,2987
41,17,14034
41,18,20236
42,17,14216
42,18,19967
43,17,14239
43,18,20197
44,17,14174
44,18,20294
45,17,13772
45,18,20236
46,17,14059
46,18,20351
47,17,14056
47,18,19974
48,17,13904
48,18,20156
49,17,14040
49,18,20218
50,17,14005
50,18,20212
51,17,14206
51,18,20163
52,17,14184
52,18,20361
53,17,14064
53,18,20222
54,17,14272
54,18,20061
55,17,14160
55,18,20165
